"Gene","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","Significant","Direction"
"Mpv17l2",-0.0115,0.522188238712652,1,0.206,0.211,"No","NS"
"Brca1",-0.0116,0.933393482443918,1,0.232,0.227,"No","NS"
"Pkm",-0.0117,0.666467534795912,1,0.95,0.972,"No","NS"
"Bccip",-0.0118,0.462727466420112,1,0.327,0.308,"No","NS"
"Vamp3",-0.0118,0.514270747555459,1,0.313,0.296,"No","NS"
"Gtf2h4",-0.0118,0.771614498556276,1,0.2,0.201,"No","NS"
"Snx11",-0.0119,0.447773481969662,1,0.102,0.094,"No","NS"
"Ankrd46",-0.012,0.340330770939178,1,0.197,0.183,"No","NS"
"1700030K09Rik",-0.012,0.793237356455729,1,0.105,0.106,"No","NS"
"Nrde2",-0.012,0.876590693904285,1,0.136,0.135,"No","NS"
"Prr3",-0.012,0.986552192648521,1,0.106,0.105,"No","NS"
"Polr1c",-0.0121,0.479097032477983,1,0.406,0.381,"No","NS"
"Nudt19",-0.0121,0.515004163649381,1,0.14,0.131,"No","NS"
"Smad5",-0.0121,0.9807110649192,1,0.245,0.242,"No","NS"
"Pcyt1a",-0.0122,0.69597987251664,1,0.195,0.188,"No","NS"
"Pomp",-0.0122,0.769548857311741,1,0.765,0.744,"No","NS"
"Rad18",-0.0123,0.423421170040728,1,0.318,0.3,"No","NS"
"Tbc1d20",-0.0123,0.438537588166811,1,0.2,0.205,"No","NS"
"Sde2",-0.0123,0.545482940762497,1,0.391,0.371,"No","NS"
"Cox14",-0.0124,0.284776578851489,1,0.658,0.624,"No","NS"
"Ppp1r9b",-0.0124,0.728178272063057,1,0.177,0.17,"No","NS"
"Tmem203",-0.0125,0.607993878999003,1,0.148,0.14,"No","NS"
"Rbm10",-0.0125,0.623345326681209,1,0.315,0.301,"No","NS"
"Rab40c",-0.0125,0.699032527277605,1,0.127,0.129,"No","NS"
"Iqcb1",-0.0125,0.723044524020049,1,0.178,0.172,"No","NS"
"Dusp7",-0.0125,0.876070359071637,1,0.119,0.116,"No","NS"
"Rabgef1",-0.0125,0.903361064501477,1,0.466,0.453,"No","NS"
"Isca1",-0.0126,0.243389376501014,1,0.122,0.11,"No","NS"
"Gns",-0.0126,0.315248392277465,1,0.31,0.285,"No","NS"
"Lrig2",-0.0126,0.645664033976872,1,0.114,0.118,"No","NS"
"Yes1",-0.0126,0.995889919325046,1,0.22,0.216,"No","NS"
"Epn1",-0.0127,0.130205754994366,1,0.404,0.369,"No","NS"
"Slc41a1",-0.0127,0.776209472140494,1,0.12,0.122,"No","NS"
"Rflnb",-0.0128,0.510889838288065,1,0.153,0.143,"No","NS"
"Crot",-0.0128,0.665600246656077,1,0.172,0.166,"No","NS"
"Otud5",-0.0128,0.75125636980072,1,0.194,0.188,"No","NS"
"Aldh16a1",-0.0128,0.766848963763719,1,0.132,0.127,"No","NS"
"CAAA01118383.1",-0.0128,0.83897407085197,1,0.172,0.168,"No","NS"
"Stk38",-0.0129,0.542397424915327,1,0.296,0.299,"No","NS"
"1110059G10Rik",-0.0129,0.566121507412961,1,0.169,0.16,"No","NS"
"Tollip",-0.013,0.810536419982673,1,0.117,0.118,"No","NS"
"Gga1",-0.0131,0.846864346848522,1,0.211,0.205,"No","NS"
"Dnase1l1",-0.0132,0.706872366478667,1,0.099,0.102,"No","NS"
"Trmt2a",-0.0132,0.798202655480755,1,0.188,0.182,"No","NS"
"Wdr36",-0.0133,0.685007511602546,1,0.289,0.287,"No","NS"
"Kbtbd2",-0.0134,0.25547153426332,1,0.184,0.168,"No","NS"
"1810058I24Rik",-0.0134,0.62277505107035,1,0.522,0.486,"No","NS"
"Dnajc21",-0.0134,0.972762951924191,1,0.403,0.389,"No","NS"
"Mboat2",-0.0135,0.458471587675653,1,0.105,0.111,"No","NS"
"Tsen34",-0.0135,0.522290662815386,1,0.59,0.559,"No","NS"
"Taf12",-0.0136,0.141496260385933,1,0.279,0.254,"No","NS"
"Cept1",-0.0136,0.197374126527167,1,0.23,0.209,"No","NS"
"Pde7a",-0.0136,0.228218635357196,1,0.355,0.366,"No","NS"
"Trmt10c",-0.0136,0.508007097541949,1,0.146,0.137,"No","NS"
"Erg28",-0.0137,0.494086131003805,1,0.346,0.324,"No","NS"
"Cuedc2",-0.0137,0.751729117741609,1,0.565,0.54,"No","NS"
"Banp",-0.0137,0.983879688251826,1,0.211,0.207,"No","NS"
"Emc6",-0.0138,0.251529497420237,1,0.536,0.5,"No","NS"
"Wtap",-0.0138,0.288470316124738,1,0.344,0.32,"No","NS"
"Tjp2",-0.0138,0.383217894234144,1,0.44,0.41,"No","NS"
"Fech",-0.0138,0.794045531366435,1,0.233,0.232,"No","NS"
"Mta3",-0.0138,0.982227642912203,1,0.207,0.205,"No","NS"
"Srek1",-0.0139,0.349463017028032,1,0.619,0.617,"No","NS"
"Stag2",-0.0139,0.740651912418492,1,0.465,0.457,"No","NS"
"Xrcc6",-0.014,0.154531768474752,1,0.388,0.352,"No","NS"
"Rad9a",-0.014,0.311158883919788,1,0.128,0.136,"No","NS"
"Arel1",-0.014,0.513270845557745,1,0.144,0.148,"No","NS"
"Cplx2",-0.014,0.543767331862904,1,0.109,0.102,"No","NS"
"Lipa",-0.014,0.84058855598517,1,0.151,0.148,"No","NS"
"Fis1",-0.014,0.870127751840755,1,0.624,0.59,"No","NS"
"Ap1g1",-0.0141,0.141702780265203,1,0.324,0.333,"No","NS"
"Etv1",-0.0141,0.188230871184442,1,0.194,0.206,"No","NS"
"Rnf149",-0.0141,0.87335474375302,1,0.169,0.166,"No","NS"
"Itpripl2",-0.0142,0.123988632808526,1,0.169,0.15,"No","NS"
"Tex9",-0.0142,0.308987114865939,1,0.127,0.116,"No","NS"
"Cul2",-0.0142,0.499173269517088,1,0.245,0.249,"No","NS"
"Rpap3",-0.0143,0.290102057727141,1,0.385,0.357,"No","NS"
"Dennd5a",-0.0143,0.327222018763631,1,0.369,0.373,"No","NS"
"Mrpl49",-0.0143,0.4008358367241,1,0.247,0.231,"No","NS"
"Slc35f5",-0.0143,0.487993602322123,1,0.135,0.126,"No","NS"
"Mfsd14a",-0.0143,0.617943576614884,1,0.235,0.222,"No","NS"
"Slc52a2",-0.0143,0.772774399807598,1,0.116,0.112,"No","NS"
"Gnl2",-0.0143,0.850908481920085,1,0.383,0.371,"No","NS"
"Pigt",-0.0144,0.68100962771456,1,0.355,0.339,"No","NS"
"Ppox",-0.0144,0.847722702621869,1,0.116,0.113,"No","NS"
"Ppat",-0.0145,0.0437228736653453,1,0.354,0.318,"No","NS"
"Gtpbp10",-0.0145,0.410709814781971,1,0.122,0.129,"No","NS"
"Zfp369",-0.0145,0.451896043698671,1,0.1,0.106,"No","NS"
"Grpel2",-0.0145,0.968731853579855,1,0.178,0.175,"No","NS"
"Klhdc3",-0.0146,0.756705904208167,1,0.146,0.141,"No","NS"
"Fem1a",-0.0146,0.816340928417314,1,0.101,0.098,"No","NS"
"Sec31a",-0.0147,0.848848018081923,1,0.444,0.435,"No","NS"
"Cars",-0.0147,0.911100545003637,1,0.342,0.331,"No","NS"
"Frmd8",-0.0148,0.615834799768105,1,0.181,0.172,"No","NS"
"Jpt2",-0.0148,0.622357594447628,1,0.255,0.242,"No","NS"
"Sept2",-0.0151,0.614607279553646,1,0.139,0.132,"No","NS"
"Stx5a",-0.0151,0.834566604801428,1,0.223,0.222,"No","NS"
"Helq",-0.0152,0.528326162979909,1,0.114,0.118,"No","NS"
"Gtpbp2",-0.0153,0.428799847466213,1,0.135,0.141,"No","NS"
"Poc5",-0.0153,0.656706893763095,1,0.098,0.101,"No","NS"
"1700037H04Rik",-0.0153,0.864497728479184,1,0.283,0.278,"No","NS"
"Phf23",-0.0154,0.208757978744723,1,0.245,0.225,"No","NS"
"Gnb1",-0.0154,0.551202090279887,1,0.776,0.761,"No","NS"
"Dlst",-0.0154,0.644567007529838,1,0.391,0.385,"No","NS"
"Rnf113a2",-0.0154,0.91220853040078,1,0.116,0.114,"No","NS"
"Gins2",-0.0155,0.453597395956298,1,0.319,0.302,"No","NS"
"Ube2o",-0.0155,0.531579804045778,1,0.166,0.156,"No","NS"
"Lmbrd1",-0.0156,0.498419573706779,1,0.181,0.171,"No","NS"
"Lin37",-0.0156,0.799695767155758,1,0.127,0.128,"No","NS"
"Mrpl39",-0.0157,0.94595840325465,1,0.207,0.203,"No","NS"
"Stoml2",-0.0158,0.394308440426803,1,0.475,0.45,"No","NS"
"Parp1",-0.0158,0.61305199724327,1,0.363,0.342,"No","NS"
"Lamtor1",-0.0159,0.839263090363431,1,0.467,0.448,"No","NS"
"mt-Co1",-0.0159,0.841637067316102,1,0.852,0.85,"No","NS"
"Stx18",-0.0159,0.888583063710383,1,0.233,0.227,"No","NS"
"Xiap",-0.016,0.490605412408863,1,0.286,0.289,"No","NS"
"E130309D02Rik",-0.0161,0.903132001649991,1,0.113,0.113,"No","NS"
"Armc10",-0.0162,0.197703083589508,1,0.132,0.118,"No","NS"
"Gabpb2",-0.0162,0.65180860015432,1,0.205,0.208,"No","NS"
"Acox1",-0.0163,0.19398709142299,1,0.269,0.247,"No","NS"
"Csk",-0.0163,0.887926828520014,1,0.224,0.221,"No","NS"
"Etaa1",-0.0164,0.579644163039312,1,0.172,0.163,"No","NS"
"Pdcd2",-0.0164,0.692559614441352,1,0.206,0.198,"No","NS"
"2010320M18Rik",-0.0164,0.946147182163236,1,0.119,0.117,"No","NS"
"Kat8",-0.0165,0.423986027973463,1,0.148,0.138,"No","NS"
"Krr1",-0.0166,0.259461803587923,1,0.298,0.273,"No","NS"
"Alg8",-0.0166,0.39559275630133,1,0.164,0.171,"No","NS"
"Ifnar1",-0.0166,0.565245801917726,1,0.139,0.131,"No","NS"
"Sufu",-0.0166,0.582796852713169,1,0.147,0.152,"No","NS"
"Lrrc8a",-0.0166,0.807614006291423,1,0.199,0.193,"No","NS"
"Nelfb",-0.0166,0.84652059191191,1,0.272,0.27,"No","NS"
"Patl1",-0.0167,0.386244350689467,1,0.143,0.152,"No","NS"
"Crls1",-0.0167,0.640131621058368,1,0.236,0.226,"No","NS"
"Cfap97",-0.0167,0.677598649798423,1,0.233,0.223,"No","NS"
"Zfp317",-0.0168,0.938541096858282,1,0.125,0.125,"No","NS"
"Atp6v1g1",-0.0169,0.59039154197604,1,0.716,0.688,"No","NS"
"Ints8",-0.017,0.402646910034546,1,0.301,0.304,"No","NS"
"R3hcc1l",-0.017,0.456552626911704,1,0.135,0.142,"No","NS"
"Tti2",-0.017,0.53279972269516,1,0.097,0.102,"No","NS"
"Tmem218",-0.0171,0.324466483675544,1,0.106,0.116,"No","NS"
"Pisd",-0.0171,0.356108214411972,1,0.207,0.192,"No","NS"
"Xrn1",-0.0171,0.563651577210836,1,0.449,0.424,"No","NS"
"Fntb",-0.0171,0.575513706495108,1,0.108,0.112,"No","NS"
"Dnajc14",-0.0171,0.909885217006281,1,0.218,0.212,"No","NS"
"Nae1",-0.0172,0.429924773133681,1,0.326,0.306,"No","NS"
"Aamdc",-0.0172,0.582004993218305,1,0.146,0.15,"No","NS"
"Selenoo",-0.0172,0.996303366929536,1,0.133,0.13,"No","NS"
"1110032A03Rik",-0.0173,0.605522741026742,1,0.106,0.11,"No","NS"
"Foxj2",-0.0173,0.832363659565368,1,0.132,0.128,"No","NS"
"Irf2",-0.0173,0.920554712499349,1,0.307,0.297,"No","NS"
"Ppil4",-0.0174,0.752064661044194,1,0.285,0.272,"No","NS"
"Slc25a36",-0.0174,0.761707964321049,1,0.278,0.274,"No","NS"
"Prr7",-0.0175,0.315112766304359,1,0.232,0.215,"No","NS"
"Ccdc18",-0.0175,0.662218108873232,1,0.146,0.149,"No","NS"
"Cript",-0.0176,0.607695821742718,1,0.308,0.293,"No","NS"
"Ndufaf1",-0.0176,0.618944871745429,1,0.154,0.147,"No","NS"
"Ndufaf2",-0.0176,0.699858390387951,1,0.465,0.446,"No","NS"
"Mrpl3",-0.0176,0.736462095853085,1,0.391,0.386,"No","NS"
"Vipas39",-0.0176,0.930348168549938,1,0.121,0.12,"No","NS"
"Gm20275",-0.0176,0.950504869273619,1,0.258,0.255,"No","NS"
"Slc9a1",-0.0177,0.492769238412272,1,0.136,0.142,"No","NS"
"Chchd4",-0.0178,0.195305115111903,1,0.285,0.257,"No","NS"
"Dnaja3",-0.0178,0.21014336051885,1,0.229,0.208,"No","NS"
"Chd3",-0.0178,0.599777050402792,1,0.405,0.405,"No","NS"
"Tgif1",-0.0178,0.771631326328041,1,0.322,0.31,"No","NS"
"Wdr7",-0.018,0.117708590842582,1,0.174,0.193,"No","NS"
"Tbc1d14",-0.018,0.617586282373451,1,0.107,0.102,"No","NS"
"Gtpbp1",-0.018,0.988712334185108,1,0.173,0.17,"No","NS"
"Acd",-0.0181,0.306119253438824,1,0.156,0.143,"No","NS"
"Slc25a17",-0.0181,0.341689672373397,1,0.352,0.329,"No","NS"
"Spsb3",-0.0181,0.544622630608719,1,0.115,0.12,"No","NS"
"Wdr62",-0.0181,0.621679274764808,1,0.132,0.135,"No","NS"
"Cep44",-0.0182,0.363172878545813,1,0.127,0.135,"No","NS"
"Ddah1",-0.0182,0.419006533647758,1,0.919,0.917,"No","NS"
"Nsmce3",-0.0182,0.880761772410452,1,0.228,0.225,"No","NS"
"Phtf1",-0.0182,0.898263039369739,1,0.305,0.296,"No","NS"
"Bud31",-0.0182,0.913327749753893,1,0.524,0.502,"No","NS"
"Blm",-0.0182,0.913362764361184,1,0.213,0.207,"No","NS"
"Tbc1d13",-0.0183,0.13373715561538,1,0.088,0.1,"No","NS"
"Dnajc17",-0.0183,0.861182206546796,1,0.147,0.144,"No","NS"
"Tmem135",-0.0184,0.351790630974267,1,0.155,0.162,"No","NS"
"Trafd1",-0.0184,0.477039967057167,1,0.142,0.148,"No","NS"
"Coa6",-0.0184,0.854067830067549,1,0.161,0.157,"No","NS"
"Ube2w",-0.0185,0.510863126312608,1,0.332,0.332,"No","NS"
"Ctu2",-0.0185,0.594596328287069,1,0.181,0.184,"No","NS"
"Mdh1",-0.0186,0.412274509636456,1,0.756,0.741,"No","NS"
"Foxp4",-0.0186,0.83873496760036,1,0.184,0.179,"No","NS"
"Rbbp8",-0.0187,0.278880967276315,1,0.27,0.281,"No","NS"
"Rab13",-0.0187,0.912615921578783,1,0.206,0.203,"No","NS"
"Gorab",-0.0189,0.382727349762981,1,0.118,0.125,"No","NS"
"Srprb",-0.0189,0.533901734093473,1,0.289,0.272,"No","NS"
"Gmppb",-0.019,0.678931424670547,1,0.12,0.123,"No","NS"
"Fam199x",-0.019,0.795648223090792,1,0.163,0.158,"No","NS"
"Paip1",-0.0191,0.212233528440234,1,0.326,0.299,"No","NS"
"Sec13",-0.0191,0.591397569649979,1,0.471,0.445,"No","NS"
"2310057M21Rik",-0.0191,0.757430012495768,1,0.107,0.109,"No","NS"
"Naa35",-0.0191,0.761071508828988,1,0.37,0.351,"No","NS"
"Wdr44",-0.0191,0.869288318818305,1,0.196,0.191,"No","NS"
"Tspyl2",-0.0191,0.889854868747046,1,0.139,0.138,"No","NS"
"Eogt",-0.0192,0.401133864265913,1,0.124,0.131,"No","NS"
"Chaf1b",-0.0192,0.850975524909189,1,0.22,0.217,"No","NS"
"Etfa",-0.0192,0.899214326685936,1,0.488,0.461,"No","NS"
"Ints14",-0.0192,0.941470433885977,1,0.162,0.161,"No","NS"
"Mtmr1",-0.0193,0.743691068991619,1,0.121,0.123,"No","NS"
"Ep300",-0.0193,0.803930729819033,1,0.339,0.327,"No","NS"
"Tmem43",-0.0193,0.951275775722923,1,0.159,0.157,"No","NS"
"Rbm22",-0.0194,0.356362013906319,1,0.332,0.307,"No","NS"
"Siah1a",-0.0194,0.780178492226275,1,0.183,0.177,"No","NS"
"Plcb3",-0.0194,0.944326760585724,1,0.14,0.138,"No","NS"
"Aar2",-0.0195,0.264140479675307,1,0.129,0.139,"No","NS"
"Relch",-0.0196,0.86011303149136,1,0.349,0.335,"No","NS"
"Med26",-0.0196,0.972209218292416,1,0.103,0.101,"No","NS"
"Naa60",-0.0198,0.872232111346313,1,0.159,0.156,"No","NS"
"Pradc1",-0.0198,0.996734570543457,1,0.136,0.134,"No","NS"
"Kmt2d",-0.0199,0.336026166874974,1,0.231,0.213,"No","NS"
"Ttll5",-0.0199,0.488405983058233,1,0.232,0.235,"No","NS"
"Gpank1",-0.0199,0.585333284158286,1,0.118,0.123,"No","NS"
"Zbtb24",-0.0199,0.613316110486507,1,0.104,0.107,"No","NS"
"Clasrp",-0.0199,0.67515197463985,1,0.173,0.174,"No","NS"
"Stambpl1",-0.0199,0.689250236459165,1,0.137,0.14,"No","NS"
"Upf1",-0.0199,0.796101696878691,1,0.346,0.329,"No","NS"
"Rasal2",-0.02,0.182528536484806,1,0.708,0.709,"No","NS"
"Eef1g",-0.0201,0.72010737324262,1,0.961,0.967,"No","NS"
"Uhrf2",-0.0201,0.812664001068168,1,0.531,0.512,"No","NS"
"Slc7a6os",-0.0202,0.260582776475351,1,0.182,0.165,"No","NS"
"Supt20",-0.0202,0.36351074250981,1,0.313,0.319,"No","NS"
"Brip1",-0.0202,0.684522528100762,1,0.174,0.177,"No","NS"
"Nub1",-0.0203,0.231863439206937,1,0.32,0.296,"No","NS"
"Gm11149",-0.0203,0.335985935635634,1,0.193,0.204,"No","NS"
"Acadvl",-0.0203,0.757705828696905,1,0.326,0.313,"No","NS"
"Fam114a1",-0.0203,0.851095948805857,1,0.237,0.237,"No","NS"
"Ccdc61",-0.0205,0.169466015670049,1,0.113,0.126,"No","NS"
"Cep350",-0.0205,0.326573840230829,1,0.357,0.359,"No","NS"
"Kdm5a",-0.0206,0.113935801714808,1,0.472,0.477,"No","NS"
"1600010M07Rik",-0.0206,0.331050249099385,1,0.385,0.391,"No","NS"
"Pcmtd2",-0.0206,0.484306109717711,1,0.139,0.145,"No","NS"
"Mff",-0.0206,0.751281034397887,1,0.385,0.368,"No","NS"
"Thap11",-0.0207,0.160589327926199,1,0.179,0.16,"No","NS"
"Pja1",-0.0207,0.673502334150147,1,0.148,0.15,"No","NS"
"Npr2",-0.0208,0.379792303672312,1,0.095,0.102,"No","NS"
"Agfg2",-0.0208,0.909664014105254,1,0.142,0.14,"No","NS"
"Gtf2ird1",-0.0209,0.673089845576054,1,0.305,0.3,"No","NS"
"Cct3",-0.021,0.745925276290021,1,0.867,0.869,"No","NS"
"Ttc7",-0.0211,0.813053948600571,1,0.165,0.164,"No","NS"
"Fmr1",-0.0211,0.927848227643885,1,0.466,0.451,"No","NS"
"Cdca5",-0.0212,0.921874789051108,1,0.115,0.112,"No","NS"
"Psip1",-0.0213,0.382252533351237,1,0.791,0.788,"No","NS"
"Ssbp3",-0.0213,0.46960632762785,1,0.384,0.388,"No","NS"
"Pold3",-0.0213,0.478789294749095,1,0.19,0.178,"No","NS"
"Gas2l1",-0.0213,0.630909658257471,1,0.227,0.215,"No","NS"
"Prkd3",-0.0213,0.687366195660054,1,0.279,0.278,"No","NS"
"Polq",-0.0214,0.325016598521991,1,0.151,0.159,"No","NS"
"Pin4",-0.0214,0.423958009889117,1,0.418,0.393,"No","NS"
"Serpinh1",-0.0214,0.723225782663058,1,0.907,0.92,"No","NS"
"Zfp644",-0.0215,0.289854234205838,1,0.49,0.488,"No","NS"
"Riok2",-0.0215,0.485134653830771,1,0.325,0.307,"No","NS"
"Dhx8",-0.0215,0.547050784124742,1,0.186,0.177,"No","NS"
"Ube3b",-0.0215,0.819754465704038,1,0.226,0.224,"No","NS"
"Nfyc",-0.0215,0.869655176268946,1,0.309,0.305,"No","NS"
"Wdr77",-0.0215,0.964621644148977,1,0.27,0.263,"No","NS"
"Pdxk",-0.0216,0.754572954245051,1,0.189,0.182,"No","NS"
"Srsf4",-0.0216,0.793833491942696,1,0.37,0.353,"No","NS"
"Wiz",-0.0216,0.889533759794318,1,0.149,0.148,"No","NS"
"Vamp7",-0.0217,0.651633103068063,1,0.169,0.162,"No","NS"
"Tmem41b",-0.0217,0.966776438258361,1,0.205,0.203,"No","NS"
"Nup62",-0.0217,0.984497471777481,1,0.25,0.246,"No","NS"
"Gaa",-0.0218,0.874316834349475,1,0.159,0.158,"No","NS"
"Efcab11",-0.0219,0.344601930202889,1,0.096,0.104,"No","NS"
"Sigmar1",-0.0219,0.925140898454902,1,0.258,0.252,"No","NS"
"Nek9",-0.022,0.823409710108078,1,0.256,0.253,"No","NS"
"2610507B11Rik",-0.022,0.905128591978873,1,0.317,0.306,"No","NS"
"Osgin2",-0.0221,0.0298076304992984,1,0.101,0.119,"No","NS"
"Cdt1",-0.0221,0.878631862440644,1,0.377,0.369,"No","NS"
"Psmd9",-0.0222,0.226889952558016,1,0.299,0.276,"No","NS"
"Bud23",-0.0222,0.73020705956765,1,0.248,0.238,"No","NS"
"Rpap1",-0.0222,0.846974867033611,1,0.117,0.118,"No","NS"
"Yipf1",-0.0223,0.490024989025901,1,0.232,0.22,"No","NS"
"Ptprs",-0.0224,0.526105667196302,1,0.597,0.577,"No","NS"
"Tipin",-0.0224,0.802964489582214,1,0.413,0.406,"No","NS"
"Cbx4",-0.0225,0.124390368501707,1,0.121,0.135,"No","NS"
"0610030E20Rik",-0.0225,0.393534774071732,1,0.179,0.186,"No","NS"
"Pdcd7",-0.0225,0.854886282100826,1,0.139,0.135,"No","NS"
"Crtap",-0.0225,0.913520494181639,1,0.252,0.244,"No","NS"
"Rnf123",-0.0226,0.220611293190362,1,0.09,0.1,"No","NS"
"Rnf25",-0.0226,0.409643697056951,1,0.139,0.147,"No","NS"
"Irf3",-0.0226,0.530835077492515,1,0.31,0.292,"No","NS"
"Mcl1",-0.0226,0.578894131947126,1,0.645,0.622,"No","NS"
"Kri1",-0.0226,0.78736233115938,1,0.128,0.123,"No","NS"
"Umad1",-0.0226,0.931532576930393,1,0.126,0.125,"No","NS"
"Cog7",-0.0226,0.95829788429826,1,0.101,0.1,"No","NS"
"Stk3",-0.0227,0.289535629652146,1,0.428,0.432,"No","NS"
"Umps",-0.0227,0.872932774390935,1,0.42,0.405,"No","NS"
"Slc30a6",-0.0228,0.643903311213012,1,0.145,0.147,"No","NS"
"Tubgcp2",-0.0228,0.819118735685207,1,0.237,0.228,"No","NS"
"U2surp",-0.0229,0.722989553646279,1,0.643,0.629,"No","NS"
"Eml5",-0.0229,0.927398391107824,1,0.101,0.099,"No","NS"
"Exo1",-0.0229,0.975675991385702,1,0.162,0.159,"No","NS"
"Plscr1",-0.023,0.327735081117872,1,0.194,0.177,"No","NS"
"Tbc1d17",-0.023,0.677647054137074,1,0.147,0.14,"No","NS"
"Mrps22",-0.023,0.711902844032052,1,0.284,0.271,"No","NS"
"Cwc25",-0.023,0.839955861030149,1,0.225,0.218,"No","NS"
"Dgat1",-0.0231,0.845328154708819,1,0.156,0.156,"No","NS"
"Pds5a",-0.0232,0.121286046344463,1,0.557,0.554,"No","NS"
"Adss",-0.0232,0.67868725645707,1,0.633,0.604,"No","NS"
"Mrpl43",-0.0233,0.269725731817281,1,0.436,0.436,"No","NS"
"Anks3",-0.0233,0.277781037595691,1,0.144,0.153,"No","NS"
"Hif1a",-0.0233,0.600574490597737,1,0.421,0.392,"No","NS"
"Hist1h3c",-0.0233,0.831893853699223,1,0.17,0.164,"No","NS"
"Gnaq",-0.0234,0.473571654661354,1,0.67,0.657,"No","NS"
"Dhx33",-0.0234,0.623543344564112,1,0.1,0.103,"No","NS"
"Prr12",-0.0234,0.770928073960912,1,0.158,0.151,"No","NS"
"Dxo",-0.0235,0.0297290753716088,1,0.107,0.126,"No","NS"
"Tmem9",-0.0235,0.418832985859067,1,0.254,0.237,"No","NS"
"Glmn",-0.0235,0.512811938182321,1,0.113,0.118,"No","NS"
"Zc3h14",-0.0235,0.834930062537541,1,0.434,0.419,"No","NS"
"Vma21",-0.0236,0.796279306731905,1,0.333,0.318,"No","NS"
"Champ1",-0.0236,0.905333919412678,1,0.158,0.157,"No","NS"
"Pigu",-0.0237,0.759307049931127,1,0.18,0.18,"No","NS"
"Timm8a1",-0.024,0.730819779886174,1,0.455,0.45,"No","NS"
"Tubgcp5",-0.024,0.750257058766127,1,0.224,0.223,"No","NS"
"Rc3h1",-0.024,0.820919249593005,1,0.389,0.379,"No","NS"
"Rnf40",-0.024,0.836041390726406,1,0.102,0.099,"No","NS"
"Gm48742",-0.0241,0.404015162632989,1,0.128,0.135,"No","NS"
"Zfp746",-0.0241,0.426399185513351,1,0.162,0.169,"No","NS"
"Stat3",-0.0241,0.725328884212477,1,0.181,0.184,"No","NS"
"Orc3",-0.0241,0.761813628921024,1,0.282,0.271,"No","NS"
"Ube4a",-0.0241,0.891044007743371,1,0.244,0.239,"No","NS"
"Tmem59",-0.0241,0.960258274492853,1,0.732,0.711,"No","NS"
"Adam12",-0.0243,0.214155417253359,1,0.288,0.299,"No","NS"
"Tulp3",-0.0243,0.64283629188276,1,0.236,0.24,"No","NS"
"Odf2l",-0.0243,0.799298012609058,1,0.169,0.162,"No","NS"
"Rnf111",-0.0244,0.48068903505891,1,0.323,0.324,"No","NS"
"Txnip",-0.0245,0.0689894134809673,1,0.219,0.238,"No","NS"
"Armc9",-0.0245,0.0799586637777142,1,0.162,0.181,"No","NS"
"Chmp1b",-0.0245,0.600902125705536,1,0.114,0.108,"No","NS"
"Vti1b",-0.0245,0.601607708933244,1,0.337,0.339,"No","NS"
"Pacs1",-0.0246,0.0397901867237408,1,0.249,0.273,"No","NS"
"Xpnpep3",-0.0246,0.578614248102359,1,0.188,0.192,"No","NS"
"Slc44a1",-0.0246,0.580766976262119,1,0.289,0.291,"No","NS"
"Mtmr2",-0.0247,0.201499835996577,1,0.266,0.279,"No","NS"
"Map3k3",-0.0247,0.447468403790283,1,0.312,0.315,"No","NS"
"Iars",-0.0247,0.545739091810613,1,0.444,0.443,"No","NS"
"Lmbr1",-0.0247,0.743404002932392,1,0.132,0.133,"No","NS"
"Ppp1r15b",-0.0247,0.812601854066114,1,0.225,0.218,"No","NS"
"Nfe2l1",-0.0247,0.903318851035584,1,0.459,0.446,"No","NS"
"Ing2",-0.0248,0.525005413290786,1,0.168,0.158,"No","NS"
"Senp1",-0.025,0.696156773273879,1,0.344,0.338,"No","NS"
"H2afy",-0.025,0.827873185943355,1,0.729,0.704,"No","NS"
"Lrrc40",-0.025,0.922208241533449,1,0.159,0.155,"No","NS"
"Ctdsp1",-0.0251,0.342530564267731,1,0.143,0.151,"No","NS"
"Ticrr",-0.0252,0.413639264713285,1,0.123,0.128,"No","NS"
"Tcerg1",-0.0252,0.61329991766528,1,0.563,0.554,"No","NS"
"Mis18a",-0.0253,0.144525389702204,1,0.118,0.132,"No","NS"
"Rdh5",-0.0253,0.752205083583332,1,0.105,0.101,"No","NS"
"March3",-0.0254,0.0206536730802765,1,0.176,0.2,"No","NS"
"Mov10",-0.0254,0.634625335024375,1,0.106,0.109,"No","NS"
"Copg1",-0.0254,0.714841989517552,1,0.404,0.382,"No","NS"
"Rprd2",-0.0255,0.634662790903909,1,0.324,0.323,"No","NS"
"Tdrd7",-0.0256,0.187259160764707,1,0.096,0.107,"No","NS"
"Gys1",-0.0256,0.216677178462386,1,0.134,0.145,"No","NS"
"Gabarapl2",-0.0256,0.802441163876629,1,0.529,0.494,"No","NS"
"Uba2",-0.0256,0.929935317903562,1,0.502,0.491,"No","NS"
"Klf6",-0.0257,0.906420093453937,1,0.515,0.503,"No","NS"
"Klhl42",-0.0258,0.373964855558931,1,0.122,0.112,"No","NS"
"Hist1h1d",-0.0259,0.56589849757003,1,0.235,0.223,"No","NS"
"Smim20",-0.0259,0.636283108213011,1,0.177,0.179,"No","NS"
"Hist1h1c",-0.026,0.16274602057259,1,0.2,0.214,"No","NS"
